代码,公司,层级,产品或IP名称,提及次数,首次出现PDF页,首次上下文,说明
300043,星辉娱乐,核心,仙境传说,2,12,发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。 （二）行业发展状况 2026 年3,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,庆余年,2,12,领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。 （二）行业发展状况 2026 年3 月，《中华人民共和国国民经济和社会发展第十,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,斗破苍穹,2,12,一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。 （二）行业发展状况 2026 年3 月，《中华,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,枫之谷R：经典新定义,2,12,计有超过400 款优 质玩具产品远销120 多个国家和地区。 （2）游戏业务 公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,盗墓笔记,2,12,营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至日韩、东南亚、欧美等多个国 家和地区，并连续四届被评为“国家文化出口重点企业”。 （二）行业发展状况 2026 年3 月，《中华人民共和国国民经济和社,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,霸王之野望,2,12,天猫、京东、得物等线上平台，总计有超过400 款优 质玩具产品远销120 多个国家和地区。 （2）游戏业务 公司游戏业务已发展成为研运一体的综合性网络游戏运营商，在细分领域形成了古风策略类及放置 类两个优势产品群，先后研发与发行《三国群英传-霸王之业》《战地无疆》《霸王之野望》《苍之纪 元》《枫之谷R：经典新定义》《三国群英传：策定九州》《仙境传说：破晓》等多款精品游戏，并拥 有《三国群英传》《仙境传说》《斗破苍穹》《冒险岛》《盗墓笔记》《庆余年》等多款IP 授权。 公司秉持产品系列化、市场国际化、发行品牌化的战略布局，借助自身在游戏行业的全产业链优势， 建立了完善的游戏发行业务体系，除了中国大陆和中国港澳台，还覆盖至,程序初筛，重点公司产品另行人工复核
300043,星辉娱乐,核心,冒险岛：枫之新篇,1,15,活动，搭建分层商业化运营体系，持续激活存量用户，提升用户活跃度与付费意愿， 《三国群英传-霸王之业》《霸王之野望》《三国群英传：策定九州》等存量精品游戏实现稳定流水贡 献；同时，公司有序推进新品研发与全球化发行节奏，于境内外多区域市场陆续上线《战地无疆》《仙 境传说：破晓》《冒险岛：枫之新篇》《三国：天命再临》等多款游戏，持续丰富多元化产品供给，进 一步拓宽收入增长空间。 搭建全域发行渠道，深化产业生态协同。公司持续完善全渠道发行体系，巩固全域流量触达能力。 报告期内，公司深化与腾讯、苹果、华为、OPPO、vivo、小米、荣耀、TapTap、谷歌等主流平台的常态 化深度合作，实现主流应用商店、内容平台全覆盖，拓宽产品分发路径与用户覆盖,程序初筛，重点公司产品另行人工复核
603258,电魂网络,核心,梦三国2,9,14,幻灵召唤师》等，平台产品《H5 闪电玩平台》和《口袋梦三国》等。 电竞比赛作为一种全新的数字文化载体，正逐渐成为弘扬优秀传统文化，提升文化自信的 有力途径。早在2012 年，公司率先在业内提出“国风电竞”的概念，以电子竞技的形式弘扬 和传播中华优秀传统文化。公司主力产品《梦三国2》成为2022 年杭州亚运会电子竞技正式 比赛项目，中国代表队夺得该项目的金牌，电竞作为亚运会正式比赛项目增进了国际文化交 流。 （1）《梦三国2》 《梦三国2》是一款由公司使用自主游戏引擎研发的大型多人在线竞技网游，拥有竞技和 副本两大玩法。在三国文化背景下，竞技与副本玩法双线发展，竞技模式包含了5V5 娱乐*三 国无双、10V10 官渡,程序初筛，重点公司产品另行人工复核
603258,电魂网络,核心,梦三国,6,15,限公司2026 年半年度报告 最受欢迎客户端网游等称号，2020 年突破历史充值记录，目前注册用户过亿。《梦三国2》作 为电子竞技正式比赛项目亮相杭州亚运会，中国代表队在比赛中获得金牌。 （2）《梦三国手游》 《梦三国手游》是电魂网络自主研发，由经典IP《梦三国》端游原班人马打造的魔幻国 风MOBA+RPG 多元化手游。它于2019 年7 月14 日正式上线运营，深受玩家喜爱，历史注册用 户超600 万。该产品画风魔幻、个性独特、玩法多变，包括英霸娱乐5V5、完美还原的官渡之 战10V10、讲究团队技巧与战术实时公平的MOBA，兼具合成、精炼等养成玩法，玩家在热血刺 激的竞技之余，还可进入剧情与战斗兼具的宏大,程序初筛，重点公司产品另行人工复核
603258,电魂网络,核心,修仙时代,5,18,元玩法，兼顾策略对抗与轻松休闲，打造了 差异化的暗黑卡牌游戏体验。 2.主要储备游戏产品 在新品储备方面，公司一方面加强自研能力建设，储备了多款重磅产品；另一方面，公司 也不断加强发行能力建设，通过多种合作模式积极引入新的产品。截至报告期末，公司储备了 《修仙时代》《出击吧！飞艇》《天天爱超神》等自研或代理产品，后续将结合产品研发及测 试情况安排上线工作。 （1）《修仙时代》 18 / 204 ===== 第 19 页 ===== 杭州电魂网络科技股份有限公司2026 年半年度报告,程序初筛，重点公司产品另行人工复核
603258,电魂网络,核心,梦三国手游,5,14,论与分析 （一）网络游戏业务经营情况 1.主要运营游戏产品 公司以客户端游戏为基础逐步向移动端游戏延伸，同时也布局了小程序游戏、单机游戏、 主机游戏、H5 游戏、APP 平台和电竞赛事等领域。目前运营中的游戏主要有端游产品《梦三国 2》和《梦塔防》，手游产品《梦三国手游》《华武战国》《有间旺铺》《工匠与旅人》《江 湖如梦》《幻灵召唤师》等，平台产品《H5 闪电玩平台》和《口袋梦三国》等。 电竞比赛作为一种全新的数字文化载体，正逐渐成为弘扬优秀传统文化，提升文化自信的 有力途径。早在2012 年，公司率先在业内提出“国风电竞”的概念，以电子竞技的形式弘扬 和传播中华优秀传统文化。公司主力产品《梦三国2》成为2022,程序初筛，重点公司产品另行人工复核
